courses,link,origin_site,profession,subscription,scope
Positive Psychology,https://www.coursera.org/learn/positive-psychology,coursera.org,Psychologist,free,Social Sciences
Introduction to Psychology,https://www.coursera.org/learn/introduction-psychology,coursera.org,Psychologist,free,Social Sciences
Introduction to Psychology-2 ,https://www.coursera.org/learn/introduction-psych,coursera.org,Psychologist,free,Social Sciences
Social Psychology,https://www.coursera.org/learn/social-psychology,coursera.org,Psychologist,free,Social Sciences
Psychology of Popularity,https://www.coursera.org/learn/popularity,coursera.org,Psychologist,free,Social Sciences
Positive Psychology: Applications and Interventions,https://www.coursera.org/learn/positive-psychology-applications,coursera.org,Psychologist,free,Social Sciences
Positive Psychology: Martin E. P. Seligman’s Visionary Science,https://www.coursera.org/learn/positive-psychology-visionary-science,coursera.org,Psychologist,free,Social Sciences
Positive Psychology: Resilience Skills,https://www.coursera.org/learn/positive-psychology-resilience,coursera.org,Psychologist,free,Social Sciences
"Positive Psychology: Character, Grit and Research Methods",https://www.coursera.org/learn/positive-psychology-methods,coursera.org,Psychologist,free,Social Sciences
Positive Psychology Specialization Project: Design Your Life for Well-being,https://www.coursera.org/learn/positive-psychology-project,coursera.org,Psychologist,free,Social Sciences
Global Impact: Cultural Psychology,https://www.coursera.org/learn/cultural-psychology-globalization,coursera.org,Psychologist,free,Social Sciences
Psychology and Mental Health: Beyond Nature and Nurture,https://www.futurelearn.com/courses/mental-health-and-well-being,futurelearn.com,Psychologist,,Social Sciences
Professional Resilience: Building Skills to Thrive at Work,https://www.futurelearn.com/courses/professional-resilience,futurelearn.com,Psychologist,,Social Sciences
Consumer Behaviour and Psychology,https://www.futurelearn.com/courses/consumer-behaviour-and-psychology,futurelearn.com,Psychologist,,Social Sciences
What is a Mind?,https://www.futurelearn.com/courses/what-is-a-mind,futurelearn.com,Psychologist,,Social Sciences
Forensic Psychology: Witness Investigation,https://www.futurelearn.com/courses/forensic-psychology,futurelearn.com,Psychologist,,Social Sciences
,,,Psychologist,,Social Sciences
Success: Practical Thinking Skills,https://www.edx.org/course/practical-thinking-skills-for-a-successful-life-2,edx.org,Psychotherapist,free,Social Sciences
The Foundations of Happiness at Work,https://www.edx.org/course/the-foundations-of-happiness-at-work,edx.org,Psychotherapist,free,Social Sciences
Mindfulness and Resilience to Stress at Work,https://www.edx.org/course/mindfulness-and-resilience-to-stress-at-work,edx.org,Psychotherapist,free,Social Sciences
Empathy and Emotional Intelligence at Work,https://www.edx.org/course/empathy-and-emotional-intelligence-at-work,edx.org,Psychotherapist,free,Social Sciences
The Science of Happiness,https://www.edx.org/course/the-science-of-happiness-3,edx.org,Psychotherapist,free,Social Sciences
Positive Psychiatry and Mental Health,https://www.coursera.org/learn/positive-psychiatry,coursera.org,Psychotherapist,free,Social Sciences
The Social Context of Mental Health and Illness,https://www.coursera.org/learn/mental-health,coursera.org,Psychotherapist,free,Social Sciences
Mind Control: Managing Your Mental Health During COVID-19,https://www.coursera.org/learn/manage-health-covid-19,coursera.org,Psychotherapist,free,Social Sciences
Foundations of International Psychiatry,https://www.coursera.org/learn/international-psychiatry,coursera.org,Psychotherapist,free,Social Sciences
Drugs and the Brain,https://www.coursera.org/learn/drugs-and-brain,coursera.org,Psychotherapist,free,Social Sciences
The Addicted Brain,https://www.coursera.org/learn/addiction-and-the-brain,coursera.org,Psychotherapist,free,Social Sciences
,,,Psychotherapist,,Social Sciences
Introduction to Sociology 1,https://www.edx.org/course/introduction-to-sociology,edx.org,Sociologist,free,Social Sciences
Introduction to Sociology 3,https://www.edx.org/course/introduction-to-sociology-3,edx.org,Sociologist,free,Social Sciences
Introduction to Sociology -2 ,https://www.edx.org/course/introduction-to-sociology-2,edx.org,Sociologist,free,Social Sciences
Global Sociology,https://www.edx.org/course/global-sociology,edx.org,Sociologist,free,Social Sciences
Global Social Change,https://www.edx.org/course/global-social-change,edx.org,Sociologist,free,Social Sciences
What Is Sociology? An Introduction,https://www.futurelearn.com/courses/what-is-sociology,futurelearn.com,Sociologist,free,Social Sciences
Introduction to Social Psychology,https://www.edx.org/course/introduction-to-social-psychology,edx.org,Sociologist,free,Social Sciences
Social Welfare Policy and Services,https://www.edx.org/course/social-welfare-policy-and-services,edx.org,Sociologist,free,Social Sciences
Diversity and Social Justice in Social Work,https://www.edx.org/course/diversity-and-social-justice-in-social-work,edx.org,Sociologist,free,Social Sciences
Learn Social Psychology Fundamentals,https://www.udemy.com/course/learn-social-psychology-fundamentals/,www.udemy.com,Sociologist,free,Social Sciences
Classical Sociological Theory,https://www.coursera.org/learn/classical-sociological-theory,coursera.org,Sociologist,free,Social Sciences
Computational Social Science Methods,https://www.coursera.org/learn/computational-social-science-methods,coursera.org,Sociologist,free,Social Sciences
Studying Cities: Social Science Methods for Urban Research,https://www.coursera.org/learn/studying-cities-social-science-methods-for-urban-research,coursera.org,Sociologist,free,Social Sciences
Measuring Causal Effects in the Social Sciences,https://www.coursera.org/learn/causal-effects,coursera.org,Sociologist,free,Social Sciences
Computational Social Science Capstone Project,https://www.coursera.org/learn/css-capstone,coursera.org,Sociologist,free,Social Sciences
Classical Sociological Theory,https://www.coursera.org/learn/classical-sociological-theory,coursera.org,Sociologist,free,Social Sciences
Methods and Statistics in Social Sciences Specialization,https://www.coursera.org/specializations/social-science,coursera.org,Sociologist,free,Social Sciences
Computational Social Science Specialization,https://www.coursera.org/specializations/computational-social-science-ucdavis,coursera.org,Sociologist,free,Social Sciences
,,,Sociologist,,Social Sciences
Women in Leadership: Inspiring Positive Change,https://www.coursera.org/learn/women-in-leadership,coursera.org,Gender studies,free,Social Sciences
Social Psychology,https://www.coursera.org/learn/social-psychology,coursera.org,Gender studies,free,Social Sciences
Health Across the Gender Spectrum,https://www.coursera.org/learn/health-gender-spectrum,coursera.org,Gender studies,free,Social Sciences
International Women's Health and Human Rights,https://www.coursera.org/learn/womens-health-human-rights,coursera.org,Gender studies,free,Social Sciences
Queering Identities: LGBTQ+ Sexuality and Gender Identity,https://www.coursera.org/learn/queeringidentities,coursera.org,Gender studies,free,Social Sciences
Fighting for Equality: 1950–2018,https://www.edx.org/course/fighting-for-equality-19502018,edx.org,Gender studies,free,Social Sciences
Doing Gender and Why it Matters,https://www.edx.org/course/doing-gender-and-why-it-matters,edx.org,Gender studies,free,Social Sciences
Gender and Sexuality: Applications in Society,https://www.edx.org/course/gender-and-sexuality-applications-in-society,edx.org,Gender studies,free,Social Sciences
Gender Equality and Sexual Diversity,https://www.udemy.com/course/gender-equality-and-sexual-diversity/,www.udemy.com,Gender studies,free,Social Sciences
How to improve Gender Equality & Workplace Inclusivity,https://www.udemy.com/course/engenderingstem/,www.udemy.com,Gender studies,free,Social Sciences
Understanding Diversity and Inclusion,https://www.futurelearn.com/courses/diversity-inclusion-awareness,futurelearn.com,Gender studies,free,Social Sciences
Understanding Gender Inequality,https://www.futurelearn.com/courses/understanding-gender-inequality,futurelearn.com,Gender studies,free,Social Sciences
Gender and Development,https://www.futurelearn.com/courses/gender-and-development,futurelearn.com,Gender studies,free,Social Sciences
,,,Gender studies,,Social Sciences
Learn about becoming a registered counsellor in Australia,https://www.udemy.com/course/become-a-registered-counsellor-in-australia/,www.udemy.com,counsellor,free,Social Sciences
Do You Need Counseling?,https://www.udemy.com/course/do-you-need-counseling/,www.udemy.com,counsellor,free,Social Sciences
,,,counsellor,,Social Sciences
SOCIAL SKILLS MASTER COURSE - Social Skills to MAKE FRIENDS,https://www.udemy.com/course/social-skills-master-course-social-skills-to-make-friends-social/,www.udemy.com,Coach/ Leader,,Social Sciences
The Science of Everyday Thinking,https://www.edx.org/course/the-science-of-everyday-thinking,edx.org,Coach/ Leader,,Social Sciences
Adaptive Leadership in Development,https://www.edx.org/course/adaptive-leadership-in-development-3,edx.org,Coach/ Leader,,Social Sciences
Critical Development Perspectives,https://www.edx.org/course/critical-development-perspectives-3,edx.org,Coach/ Leader,,Social Sciences
Leaders in Global Development,https://www.edx.org/course/leaders-in-global-development-5,edx.org,Coach/ Leader,,Social Sciences
Leaders of Learning,https://www.edx.org/course/leaders-of-learning,edx.org,Coach/ Leader,,Social Sciences
Logical and Critical Thinking,https://www.futurelearn.com/courses/logical-and-critical-thinking,futurelearn.com,Coach/ Leader,,Social Sciences
,,,Coach/ Leader,,Social Sciences
The Best Start in Life: Early Childhood Development for Sustainable Development,https://www.edx.org/course/the-best-start-in-life-early-childhood-development,edx.org,Child Development Psychologist,,Social Sciences
Creating an Effective Child Welfare System,https://www.edx.org/course/creating-an-effective-child-welfare-system,edx.org,Child Development Psychologist,,Social Sciences
Introduction to Developmental Psychology,https://www.edx.org/course/introduction-to-developmental-psychology,edx.org,Child Development Psychologist,free,Social Sciences
Positive Behavior Support for Young Children,https://www.edx.org/course/positive-behavior-support-for-young-children,edx.org,Child Development Psychologist,,Social Sciences
Understanding Classroom Interaction,https://www.edx.org/course/understanding-classroom-interaction,edx.org,Child Development Psychologist,,Social Sciences
Injury Prevention for Children & Teens,https://www.edx.org/course/injury-prevention-for-children-teens,edx.org,Child Development Psychologist,,Social Sciences
,,,Child Development Psychologist,,Social Sciences
Exploring Play: The Importance of Play in Everyday Life,https://www.futurelearn.com/courses/play,futurelearn.com,Psychologist,,Social Sciences
Emotional Intelligence at Work,https://www.futurelearn.com/courses/emotional-intelligence-at-work,futurelearn.com,Psychologist,,Social Sciences
Mindfulness for Wellbeing and Peak Performance,https://www.futurelearn.com/courses/mindfulness-wellbeing-performance,futurelearn.com,Psychologist,,Social Sciences
Maintaining a Mindful Life,https://www.futurelearn.com/courses/mindfulness-life,futurelearn.com,Psychologist,,Social Sciences
Demystifying Mindfulness,https://www.futurelearn.com/courses/de-mystifying-mindfulness,futurelearn.com,Psychologist,,Social Sciences
Digital Wellbeing,https://www.futurelearn.com/courses/digital-wellbeing,futurelearn.com,Psychologist,,Social Sciences
,,,Psychologist,,Social Sciences
Understanding Depression and Low Mood in Young People,https://www.futurelearn.com/courses/depression-young-people,futurelearn.com,mental health psychiatrist,,Social Sciences
Young People and Their Mental Health,https://www.futurelearn.com/courses/young-people-mental-health,futurelearn.com,mental health psychiatrist,,Social Sciences
Teaching Students Who Have Suffered Complex Trauma,https://www.futurelearn.com/courses/teaching-students-trauma,futurelearn.com,mental health psychiatrist,,Social Sciences
Integrated Healthcare for Children with Developmental Disabilities,https://www.futurelearn.com/courses/children-with-developmental-disabilities,futurelearn.com,mental health psychiatrist,,Social Sciences
Caring for Vulnerable Children,https://www.futurelearn.com/courses/vulnerable-children,futurelearn.com,mental health psychiatrist,,Social Sciences
,,,mental health psychiatrist,,Social Sciences
